방류기간,기관,품종,방류구분,방류물량1,단위,방류물량2,단위,사업비-국비(천원),사업비-지방비-광역시비(천원),사업비-지방비-도비(천원),사업비-지방비-구비(천원),사업비-지방비-시군구(천원),사업비-지방비-기타(천원),사업비-지방비-소계(천원),사업비-민간(천원),사업비-자담(천원),사업비-총액(천원),계약단가(원),기초단가(공고단가)(원),크기(cm 이상),체중(gram),사업구분,사업명,담당자,전화번호,방류장소명,업체명,사업자번호,대표자,업체주소,비고
2023-09-15 ~ 2023-09-15,강원특별자치도 양구군,대농갱이,매입방류,39556,마리,0,,0,0,10865,0,2069,0,12934,0,0,12934,327,363,전장 5,2.07~2.08,지자체사업/수산종자관리사업,수산종자매입방류,추민재,033-480-7791,양구군 양구읍 월명리 692,,,,,
2023-09-15 ~ 2023-09-15,강원특별자치도 양구군,쏘가리,매입방류,17080,마리,0,,0,0,13539,0,2579,0,16118,0,0,16118,944,1048,전장 3,0.44~0.45,지자체사업/수산종자관리사업,수산종자매입방류,추민재,033-480-7791,양구군 양구선착장,,,,,
2023-09-15 ~ 2023-09-15,강원특별자치도 양구군,메기,매입방류,115650,마리,0,,0,0,0,0,20000,0,20000,0,0,20000,173,192,6,3.58~3.59,지자체사업/수산종자관리사업,토산어종 치어매입방류,추민재,033-480-7791,양구군 양구선착장,,,,,
2023-08-09 ~ 2023-08-09,강원특별자치도 양구군,미유기,매입방류,4877,마리,0,,0,0,3261,0,621,0,3882,0,0,3882,795.99,904,전장 5,1.22~1.23,지자체사업/수산종자관리사업,수산종자매입방류,추민재,033-480-7791,양구군 양구읍 월명리 692,,,,,
2023-07-13 ~ 2023-07-13,강원특별자치도 양구군,미유기,매입방류,25126,마리,0,,0,0,16800,0,3200,0,20000,0,0,20000,795.99,904,전장 5,1.22~1.23,지자체사업/수산종자관리사업,수산종자매입방류,추민재,033-480-7791,양구군 양구읍 월명리 692,,,,,
2023-06-28 ~ 2023-06-28,강원특별자치도 양구군,쏘가리,매입방류,52356,마리,0,,0,0,42000,0,8000,0,50000,0,0,50000,955,1048,전장 3.5,0.44~0.45,지자체사업/수산종자관리사업,수산종자매입방류,추민재,033-480-7791,양구군 양구읍 웅진리 산61-2,,,,,
2023-07-12 ~ 2023-07-12,강원특별자치도 양구군,뱀장어,매입방류,31712,마리,0,,0,0,0,0,180000,0,180000,0,0,180000,5676,5792,전장 10,2.1~2.2,지자체사업/수산종자관리사업,토산어종 치어매입방류,추민재,033-480-7791,양구군 양구읍 월명리 692,,,,,
2023-01-01 ~ 2023-12-31,전라남도 고흥군,전복,매입방류,61539,마리,0,,0,0,36000,0,4000,0,40000,0,0,40000,650,670,전장 4,5~9,지자체사업/수산종자관리사업,수산종자매입방류,김영은,061-830-5189,전라남도 고흥군 금산면 오천수원지길 서촌지선,,--,,,
2023-01-01 ~ 2023-12-31,경기도 포천시 농업기술센터,대농갱이,매입방류,120880,마리,0,,0,0,17557,0,17557,0,35114,0,0,35114,290.5,290.5,,,지자체사업/수산종자관리사업,내수면자원조성사업,이지환,031-538-3862,경기도 포천시 창수면 주원리 871,,--,,,
2023-01-01 ~ 2023-12-31,경기도 포천시 농업기술센터,뱀장어,매입방류,5084,마리,0,,0,0,14997,0,14997,0,29994,0,0,29994,5900,6000,전장 11.4,,지자체사업/수산종자관리사업,내수면자원조성사업,이지환,031-538-3862,경기도 포천시 관인면 사정리 산91-1,,--,,,
2023-01-01 ~ 2023-12-31,경기도 포천시 농업기술센터,참게,매입방류,62181,마리,0,,0,0,6750,0,6750,0,13500,0,0,13500,220,220,,,지자체사업/수산종자관리사업,내수면자원조성사업,이지환,031-538-3862,경기도 포천시 관인면 사정리 산91-1,,--,,,
2023-01-01 ~ 2023-12-31,경기도 포천시 농업기술센터,쏘가리,매입방류,23529,마리,0,,0,0,9999,0,9999,0,19998,0,0,19998,940,940,,,지자체사업/수산종자관리사업,내수면자원조성사업,이지환,031-538-3862,경기도 포천시 관인면 사정리 산91-1,,--,,,
2023-01-01 ~ 2023-12-31,하동군수협,바지락,매입방류,500000,마리,2000,kg,0,0,0,0,0,0,0,1000,4000,5000,2500,2500,,,지자체사업/수산종자관리사업,수산종자매입방류,최정아,055-880-5709,경상남도 하동군 금남면 노량리 산142,서해안수산,419-93-00583,강도현,전라북도 김제시 진봉면 심포4길 22,매년 자제 소득증대사업(어촌계별) 일원으로 진행
2023-01-01 ~ 2023-12-31,충청남도 논산시,메기,매입방류,367647,마리,0,,0,0,15000,0,35000,0,50000,0,0,50000,136,150,,,지자체사업/수산종자관리사업,수산종자매입방류,유정은,041-746-6122,충청남도 논산시 부적면 신풍리 366,,,,,
2023-01-01 ~ 2023-12-31,충청남도 논산시,뱀장어,매입방류,9111,마리,0,,0,0,45000,0,5000,0,50000,0,0,50000,5487,5500,,,지자체사업/수산종자관리사업,수산종자매입방류,유정은,041-746-6122,충청남도 논산시 부적면 신풍리 206,,,,,
2023-01-01 ~ 2023-12-31,충청남도 논산시,붕어,매입방류,549450,마리,0,,0,0,45000,0,5000,0,50000,0,0,50000,91,100,,,지자체사업/수산종자관리사업,수산종자매입방류,유정은,041-746-6122,충청남도 논산시 부적면 신풍리 206,,,,,
2023-01-01 ~ 2023-12-31,충청남도 논산시,동자개,매입방류,40000,마리,0,,0,0,0,0,10000,0,10000,0,0,10000,250,250,,,지자체사업/수산종자관리사업,수산종자매입방류,유정은,041-746-6122,충청남도 논산시 부적면 신풍리 206,,--,,,
2023-01-01 ~ 2023-12-31,충청남도 수산자원연구소,대하,무상방류,20000000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 1,,지자체사업/수산종자관리사업,수산자원 회복,한미정,041-635-7771,충청남도 보령시 열린바다2길 44,,--,,,
2023-01-01 ~ 2023-12-31,충청남도 수산자원연구소,주꾸미,무상방류,840000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,지자체사업/수산종자관리사업,수산자원 회복,한미정,041-635-7771,충청남도 보령시 신흑동,,--,,,
2023-01-01 ~ 2023-12-31,충청남도 수산자원연구소,새조개,무상방류,400000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,각장 1,,지자체사업/수산종자관리사업,수산자원 회복,한미정,041-635-7771,충청남도 서산시 부석면 간월도리,,--,,,
2023-01-01 ~ 2023-12-31,충청남도 수산자원연구소,꽃게,무상방류,600000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,갑폭 1,,지자체사업/수산종자관리사업,수산자원 회복,한미정,041-635-7771,충청남도 서천군 마서면 송석리 243,,--,,,
2023-01-01 ~ 2023-12-31,전라남도 신안군,가무락조개,매입방류,9000,마리,0,,0,0,0,0,10000,0,10000,0,0,10000,14300,16500,,,지자체사업/수산종자관리사업,패류 살포사업,한유빈,061-240-8613,전라남도 신안군 증도면 방축리,,--,,,"가무락조개 9,00마리(700kg ) 방류"
2023-06-20 ~ 2023-06-20,경상남도 남해군,돌돔,매입방류,117907,마리,0,,0,0,45000,0,5000,0,50000,0,0,50000,427,450,전장 5,,지자체사업/수산종자관리사업,수산종자매입방류,허주행,055-860-3484,경상남도 남해군 삼동면 동천리 1757-5,복진수산,--,,남해군 이동면 남해대로 1469 ,
2023-06-20 ~ 2023-06-20,전라남도 목포시,감성돔,매입방류,299150,마리,0,,0,0,90000,0,10000,0,100000,0,0,100000,393.93,450,전장 5.15,,지자체사업/수산종자관리사업,수산종자매입방류,노유선,061-270-8077,전라남도 목포시 연산동,,--,,,
2023-01-01 ~ 2023-12-31,전라남도 무안군,점농어,매입방류,48094,마리,0,,0,0,30000,0,3333,0,33333,0,0,33333,701.67,800,,,지자체사업/수산종자관리사업,수산종자매입방류,고정민,061-450-5624,전라남도 무안군 현경면 오류리,,--,,,
2023-01-01 ~ 2023-12-31,전라남도 무안군,점농어,매입방류,48094,마리,0,,0,0,30000,0,3333,0,33333,0,0,33333,701.67,800,,,지자체사업/수산종자관리사업,수산종자매입방류,고정민,061-450-5624,전라남도 무안군 청계면 구로리,,--,,,
2023-01-01 ~ 2023-12-31,전라남도 무안군,점농어,매입방류,48094,마리,0,,0,0,30000,0,3333,0,33333,0,0,33333,701.67,800,,,지자체사업/수산종자관리사업,수산종자매입방류,고정민,061-450-5624,전라남도 무안군 현경면 용정리,,--,,,
2023-01-01 ~ 2023-12-31,전라남도 무안군,감성돔,매입방류,89600,마리,0,,0,0,30000,0,3333,0,33333,0,0,33333,372.35,420,,,지자체사업/수산종자관리사업,수산종자매입방류,고정민,061-450-5624,전라남도 무안군 현경면 용정리,,--,,,
2023-01-01 ~ 2023-12-31,전라남도 무안군,감성돔,매입방류,89600,마리,0,,0,0,30000,0,3333,0,33333,0,0,33333,372.35,420,,,지자체사업/수산종자관리사업,수산종자매입방류,고정민,061-450-5624,전라남도 무안군 현경면 오류리,,--,,,
2023-01-01 ~ 2023-12-31,전라남도 무안군,감성돔,매입방류,89600,마리,0,,0,0,30000,0,3333,0,33333,0,0,33333,372.35,420,,,지자체사업/수산종자관리사업,수산종자매입방류,고정민,061-450-5624,전라남도 무안군 청계면 구로리,,--,,,
2023-06-27 ~ 2023-06-27,경상남도 수산자원연구소 패류양식연구센터,개조개,시험방류,120000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,각장 1,,지자체사업/수산종자관리사업,2023년 시험생산 종자방류,김경수,055-254-3473,대한민국,,,,,
2023-04-13 ~ 2023-04-13,경상남도 수산자원연구소 패류양식연구센터,기수재첩,시험방류,400000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,각장 0.5,,지자체사업/수산종자관리사업,2023년 시험생산 종자방류,김경수,055-254-3473,경상남도 하동군 고전면 재첩길 277,,,,,
2023-01-01 ~ 2023-12-31,전라남도 신안군,바지락,매입방류,1410000,마리,6666,kg,0,0,0,0,20000,0,20000,0,0,20000,3000,3500,,,지자체사업/수산종자관리사업,패류 살포사업,한유빈,061-240-8613,전라남도 신안군 지도읍 선도리,,--,,,
2023-05-18 ~ 2023-05-18,전라남도 신안군,해삼,매입방류,602604,마리,1200,kg,0,0,220000,0,27500,0,247500,0,27500,275000,455,500,,,지자체사업/수산종자관리사업,해삼씨뿌림,한유빈,061-240-8613,전라남도 신안군 흑산면 예리 산55,,--,,,
2023-05-18 ~ 2023-05-18,전라남도 신안군,해삼,매입방류,245103,마리,490,kg,0,0,101803,0,11312,0,113115,0,0,113115,462,500,,,지자체사업/수산종자관리사업,수산종자매입방류,한유빈,061-240-8613,전라남도 신안군 흑산면 비리,,--,,,
2023-06-19 ~ 2023-06-19,충청남도 홍성군,꽃게,매입방류,445766,마리,0,,0,0,81000,0,9000,0,90000,0,0,90000,201.9,231.5,갑폭 1.0,,지자체사업/수산종자관리사업,수산종자매입방류,이덕하,041-630-1339,충청남도 홍성군 서부면 상황리,삼우수산,313-97-14415,김용배,충청남도 보령시 염생이길 120-54,
2023-06-07 ~ 2023-06-07,충청남도 홍성군,대하,매입방류,25457103,마리,0,,0,0,162900,0,18100,0,181000,0,0,181000,7.1,8.46,전장 1.2,,지자체사업/수산종자관리사업,수산종자매입방류,이덕하,041-630-1339,충청남도 홍성군 서부면 상황리,새한수산,313-90-54908,전철배,충청남도 서천군 장항읍 옥남리 311-7,
2023-01-01 ~ 2023-12-31,전라남도 신안군,전복,매입방류,171000,마리,0,,0,0,0,0,74385,0,74385,0,0,74385,435,500,갑폭 2.5,,지자체사업/수산종자관리사업,수산종자매입방류,한유빈,061-240-8613,전라남도 신안군 흑산면 오리,,--,,,
2023-11-28 ~ 2023-11-28,부산광역시 영도구,전복,매입방류,64157,마리,0,,0,25000,0,25000,0,0,50000,0,0,50000,775,800,각장 4,,지자체사업/수산종자관리사업,수산종자매입방류,김현아,051-419-4504,부산광역시 영도구 동삼동,제이에이치수산,--,,,"전복 64,157미 방류 완료"
2023-01-01 ~ 2023-12-31,경상북도 의성군,붕어,매입방류,3000,마리,0,,0,0,90,0,210,0,300,0,0,300,800,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 안사면 안사리 303,,--,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,잉어,매입방류,5000,마리,0,,0,0,150,0,350,0,500,0,0,500,100,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 의성읍 중리리 82,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,붕어,매입방류,5000,마리,0,,0,0,150,0,350,0,500,0,0,500,100,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 의성읍 중리리 82,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,쏘가리,매입방류,300,마리,0,,0,0,72,0,168,0,240,0,0,240,800,800,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 옥산면 실업리 423,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,붕어,매입방류,1000,마리,0,,0,0,30,0,70,0,100,0,0,100,100,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 옥산면 실업리 423,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,잉어,매입방류,1000,마리,0,,0,0,30,0,70,0,100,0,0,100,100,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 옥산면 실업리 423,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,쏘가리,매입방류,1200,마리,0,,0,0,288,0,672,0,960,0,0,960,800,800,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 사곡면 공정리 18,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,붕어,매입방류,3000,마리,0,,0,0,90,0,210,0,300,0,0,300,100,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 사곡면 공정리 18,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,쏘가리,매입방류,1200,마리,0,,0,0,288,0,672,0,960,0,0,960,800,800,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 춘산면 대사리 186,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,붕어,매입방류,3000,마리,0,,0,0,90,0,210,0,300,0,0,300,100,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 춘산면 대사리 186,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,쏘가리,매입방류,1500,마리,0,,0,0,360,0,840,0,1200,0,0,1200,800,800,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 가음면 순호리 495,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,붕어,매입방류,6000,마리,0,,0,0,180,0,420,0,600,0,0,600,100,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 금성면 수정리 6,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,잉어,매입방류,6000,마리,0,,0,0,180,0,420,0,600,0,0,600,100,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 금성면 수정리 6,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,쏘가리,매입방류,1000,마리,0,,0,0,240,0,560,0,800,0,0,800,800,800,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 봉양면 구미리 778,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,붕어,매입방류,1900,마리,0,,0,0,57,0,133,0,190,0,0,190,100,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 봉양면 구산리 1645-1,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,잉어,매입방류,2000,마리,0,,0,0,60,0,140,0,200,0,0,200,100,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 봉양면 구산리 1645-1,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,붕어,매입방류,1000,마리,0,,0,0,30,0,70,0,100,0,0,100,100,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 비안면 쌍계리 663,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,잉어,매입방류,1000,마리,0,,0,0,30,0,70,0,100,0,0,100,100,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 비안면 쌍계리 663,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,쏘가리,매입방류,300,마리,0,,0,0,72,0,168,0,240,0,0,240,800,800,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 구천면 조성리 221,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,붕어,매입방류,1000,마리,0,,0,0,30,0,70,0,100,0,0,100,100,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 구천면 조성리 221,,,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,잉어,매입방류,1000,마리,0,,0,0,30,0,70,0,100,0,0,100,100,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 구천면 조성리 221,,,,,
2023-01-01 ~ 2023-12-31,경상북도 의성군,쏘가리,매입방류,300,마리,0,,0,0,72,0,168,0,240,0,0,240,800,800,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 단밀면 위중리 1459,,--,,,
2023-01-01 ~ 2023-12-31,경상북도 의성군,붕어,매입방류,1000,마리,0,,0,0,30,0,70,0,100,0,0,100,100,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 단밀면 위중리 1459,,--,,,
2023-08-04 ~ 2023-08-04,경상북도 의성군,쏘가리,매입방류,1500,마리,0,,0,0,360,0,840,0,1200,0,0,1200,800,800,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 단북면 노연리 348-2,,--,,,
2023-01-01 ~ 2023-12-31,경상북도 의성군,쏘가리,매입방류,1200,마리,0,,0,0,288,0,672,0,960,0,0,960,800,800,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 안계면 토매리 57,,--,,,
2023-01-01 ~ 2023-12-31,경상북도 의성군,붕어,매입방류,3000,마리,0,,0,0,90,0,210,0,300,0,0,300,100,100,,,지자체사업/수산종자관리사업,수산종자매입방류,박현식,054-830-6572,경상북도 의성군 안계면 토매리 57,,--,,,
